state,last_changed
13634,2025-09-19T07:21:28.892Z
13643,2025-09-19T07:21:30.901Z
13644,2025-09-19T07:21:32.834Z
13627,2025-09-19T07:21:34.810Z
13625,2025-09-19T07:21:36.771Z
13632,2025-09-19T07:21:44.822Z
13638,2025-09-19T07:21:46.786Z
13644,2025-09-19T07:21:48.758Z
13662,2025-09-19T07:21:50.726Z
13664,2025-09-19T07:21:52.686Z
13668,2025-09-19T07:21:54.661Z
13672,2025-09-19T07:21:56.629Z
13667,2025-09-19T07:21:58.586Z
13666,2025-09-19T07:22:06.631Z
13668,2025-09-19T07:22:08.630Z
13678,2025-09-19T07:22:10.585Z
13669,2025-09-19T07:22:12.548Z
13667,2025-09-19T07:22:14.519Z
13664,2025-09-19T07:22:16.479Z
13660,2025-09-19T07:22:18.446Z
13664,2025-09-19T07:22:20.415Z
13660,2025-09-19T07:22:36.209Z
13652,2025-09-19T07:22:38.181Z
13639,2025-09-19T07:22:40.156Z
13637,2025-09-19T07:22:42.115Z
13640,2025-09-19T07:22:50.163Z
13650,2025-09-19T07:22:52.134Z
13654,2025-09-19T07:22:54.141Z
13657,2025-09-19T07:22:56.248Z
13660,2025-09-19T07:22:58.059Z
13658,2025-09-19T07:23:00.038Z
13656,2025-09-19T07:23:02.006Z
13652,2025-09-19T07:23:03.962Z
13653,2025-09-19T07:23:12.015Z
13681,2025-09-19T07:23:13.996Z
13683,2025-09-19T07:23:15.964Z
13706,2025-09-19T07:23:17.921Z
13652,2025-09-19T07:23:21.868Z
13642,2025-09-19T07:23:23.834Z
13630,2025-09-19T07:23:25.792Z
13637,2025-09-19T07:23:33.845Z
13678,2025-09-19T07:23:35.847Z
13700,2025-09-19T07:23:37.818Z
13706,2025-09-19T07:23:39.791Z
13699,2025-09-19T07:23:41.747Z
13704,2025-09-19T07:23:43.724Z
13703,2025-09-19T07:23:45.696Z
13709,2025-09-19T07:23:47.650Z
13726,2025-09-19T07:23:55.700Z
13729,2025-09-19T07:23:57.668Z
13746,2025-09-19T07:23:59.643Z
13757,2025-09-19T07:24:01.643Z
13767,2025-09-19T07:24:03.629Z
13763,2025-09-19T07:24:07.570Z
13755,2025-09-19T07:24:09.547Z
13752,2025-09-19T07:24:17.589Z
13749,2025-09-19T07:24:19.566Z
13745,2025-09-19T07:24:21.529Z
13739,2025-09-19T07:24:23.508Z
13737,2025-09-19T07:24:25.467Z
13744,2025-09-19T07:24:29.403Z
13746,2025-09-19T07:24:31.406Z
13745,2025-09-19T07:24:39.424Z
13748,2025-09-19T07:24:41.405Z
13747,2025-09-19T07:24:43.367Z
13758,2025-09-19T07:24:45.318Z
13778,2025-09-19T07:24:47.282Z
13779,2025-09-19T07:24:49.258Z
13776,2025-09-19T07:24:51.235Z
13780,2025-09-19T07:24:53.200Z
13771,2025-09-19T07:25:01.239Z
13783,2025-09-19T07:25:05.180Z
13773,2025-09-19T07:25:07.141Z
13769,2025-09-19T07:25:09.115Z
13775,2025-09-19T07:25:11.087Z
13764,2025-09-19T07:25:13.057Z
13779,2025-09-19T07:25:15.018Z
13775,2025-09-19T07:25:23.062Z
13785,2025-09-19T07:25:25.043Z
13794,2025-09-19T07:25:27.008Z
13792,2025-09-19T07:25:28.972Z
13808,2025-09-19T07:25:30.977Z
13804,2025-09-19T07:25:32.922Z
13809,2025-09-19T07:25:34.870Z
13814,2025-09-19T07:25:36.838Z
13816,2025-09-19T07:25:44.893Z
13817,2025-09-19T07:25:46.867Z
13811,2025-09-19T07:25:48.864Z
13806,2025-09-19T07:25:50.836Z
13807,2025-09-19T07:25:52.797Z
13804,2025-09-19T07:25:54.773Z
13811,2025-09-19T07:25:56.750Z
13825,2025-09-19T07:25:58.707Z
13834,2025-09-19T07:26:06.747Z
13848,2025-09-19T07:26:08.732Z
13854,2025-09-19T07:26:10.701Z
13853,2025-09-19T07:26:12.660Z
13855,2025-09-19T07:26:14.628Z
13858,2025-09-19T07:26:16.598Z
13845,2025-09-19T07:26:18.565Z
13847,2025-09-19T07:26:20.527Z
13843,2025-09-19T07:26:28.576Z
13790,2025-09-19T07:26:30.584Z
13799,2025-09-19T07:26:32.534Z
13795,2025-09-19T07:26:34.471Z
13798,2025-09-19T07:26:36.442Z
13842,2025-09-19T07:26:38.480Z
13849,2025-09-19T07:26:40.426Z
13861,2025-09-19T07:26:42.404Z
13864,2025-09-19T07:26:57.357Z
13875,2025-09-19T07:26:59.316Z
13883,2025-09-19T07:27:01.296Z
13881,2025-09-19T07:27:03.290Z
13885,2025-09-19T07:27:11.333Z
13883,2025-09-19T07:27:13.309Z
13876,2025-09-19T07:27:15.275Z
13880,2025-09-19T07:27:17.240Z
13886,2025-09-19T07:27:21.170Z
13882,2025-09-19T07:27:23.135Z
13887,2025-09-19T07:27:25.111Z
13890,2025-09-19T07:27:33.161Z
13889,2025-09-19T07:27:35.125Z
13890,2025-09-19T07:27:37.109Z
13876,2025-09-19T07:27:39.055Z
13871,2025-09-19T07:27:41.023Z
13870,2025-09-19T07:27:43.005Z
13873,2025-09-19T07:27:44.968Z
13878,2025-09-19T07:27:46.925Z
13880,2025-09-19T07:27:56.953Z
13879,2025-09-19T07:27:58.927Z
13878,2025-09-19T07:28:00.885Z
13873,2025-09-19T07:28:02.848Z
13865,2025-09-19T07:28:04.835Z
13857,2025-09-19T07:28:06.800Z
13855,2025-09-19T07:28:08.769Z
13858,2025-09-19T07:28:18.787Z
13864,2025-09-19T07:28:20.751Z
13855,2025-09-19T07:28:22.710Z
13862,2025-09-19T07:28:24.677Z
13869,2025-09-19T07:28:26.650Z
13870,2025-09-19T07:28:28.641Z
13889,2025-09-19T07:28:30.635Z
13899,2025-09-19T07:28:45.737Z
13903,2025-09-19T07:28:47.710Z
13917,2025-09-19T07:28:49.684Z
13923,2025-09-19T07:28:51.647Z
13916,2025-09-19T07:28:59.703Z
13923,2025-09-19T07:29:01.663Z
13924,2025-09-19T07:29:03.629Z
13925,2025-09-19T07:29:05.599Z
13928,2025-09-19T07:29:07.567Z
13923,2025-09-19T07:29:09.545Z
13887,2025-09-19T07:29:11.507Z
13885,2025-09-19T07:29:13.462Z
13886,2025-09-19T07:29:21.522Z
13887,2025-09-19T07:29:23.490Z
13916,2025-09-19T07:29:25.460Z
13919,2025-09-19T07:29:27.440Z
13934,2025-09-19T07:29:29.399Z
13911,2025-09-19T07:29:31.412Z
13925,2025-09-19T07:29:33.339Z
13928,2025-09-19T07:29:35.293Z
13917,2025-09-19T07:29:51.124Z
13957,2025-09-19T07:29:53.092Z
13961,2025-09-19T07:29:55.070Z
13967,2025-09-19T07:29:57.061Z
13978,2025-09-19T07:30:05.147Z
13971,2025-09-19T07:30:07.106Z
13972,2025-09-19T07:30:09.073Z
13987,2025-09-19T07:30:11.047Z
13985,2025-09-19T07:30:13.003Z
13981,2025-09-19T07:30:14.970Z
13964,2025-09-19T07:30:16.954Z
13948,2025-09-19T07:30:18.924Z
13941,2025-09-19T07:30:26.966Z
13943,2025-09-19T07:30:28.937Z
13968,2025-09-19T07:30:30.948Z
13978,2025-09-19T07:30:32.871Z
13988,2025-09-19T07:30:34.841Z
13987,2025-09-19T07:30:36.814Z
13992,2025-09-19T07:30:38.778Z
13994,2025-09-19T07:30:40.759Z
14009,2025-09-19T07:30:48.786Z
14033,2025-09-19T07:30:50.763Z
14042,2025-09-19T07:30:52.738Z
14056,2025-09-19T07:30:54.701Z
14063,2025-09-19T07:30:56.670Z
14062,2025-09-19T07:30:58.650Z
14063,2025-09-19T07:31:00.626Z
14062,2025-09-19T07:31:02.569Z
14056,2025-09-19T07:31:10.615Z
14058,2025-09-19T07:31:12.596Z
14059,2025-09-19T07:31:14.555Z
14061,2025-09-19T07:31:16.521Z
14070,2025-09-19T07:31:18.498Z
14076,2025-09-19T07:31:20.483Z
14064,2025-09-19T07:31:22.435Z
14049,2025-09-19T07:31:24.390Z
14029,2025-09-19T07:31:32.446Z
14015,2025-09-19T07:31:34.419Z
14013,2025-09-19T07:31:36.395Z
14017,2025-09-19T07:31:38.349Z
14024,2025-09-19T07:31:40.315Z
14025,2025-09-19T07:31:42.289Z
14022,2025-09-19T07:31:44.268Z
14013,2025-09-19T07:31:46.228Z
14002,2025-09-19T07:31:54.269Z
13991,2025-09-19T07:31:56.238Z
13986,2025-09-19T07:31:58.287Z
13988,2025-09-19T07:32:00.203Z
13980,2025-09-19T07:32:02.165Z
13988,2025-09-19T07:32:06.122Z
13962,2025-09-19T07:32:08.085Z
13970,2025-09-19T07:32:16.130Z
13963,2025-09-19T07:32:18.107Z
13973,2025-09-19T07:32:20.076Z
13997,2025-09-19T07:32:22.068Z
14003,2025-09-19T07:32:24.001Z
14004,2025-09-19T07:32:25.979Z
13984,2025-09-19T07:32:27.949Z
13985,2025-09-19T07:32:29.939Z
13989,2025-09-19T07:32:37.971Z
13994,2025-09-19T07:32:39.977Z
14012,2025-09-19T07:32:41.921Z
14024,2025-09-19T07:32:43.889Z
14046,2025-09-19T07:32:45.859Z
14048,2025-09-19T07:32:47.822Z
14046,2025-09-19T07:32:49.797Z
14029,2025-09-19T07:32:51.758Z
14013,2025-09-19T07:32:59.849Z
14021,2025-09-19T07:33:01.821Z
14033,2025-09-19T07:33:03.794Z
14057,2025-09-19T07:33:05.738Z
14062,2025-09-19T07:33:19.999Z
14074,2025-09-19T07:33:21.973Z
14067,2025-09-19T07:33:25.923Z
14064,2025-09-19T07:33:27.886Z
14065,2025-09-19T07:33:29.881Z
14068,2025-09-19T07:33:31.821Z
14069,2025-09-19T07:33:33.791Z
14072,2025-09-19T07:33:41.835Z
14076,2025-09-19T07:33:43.806Z
14070,2025-09-19T07:33:45.790Z
14075,2025-09-19T07:33:47.749Z
14068,2025-09-19T07:33:51.679Z
14066,2025-09-19T07:33:53.642Z
14063,2025-09-19T07:33:55.599Z
14059,2025-09-19T07:34:03.672Z
14027,2025-09-19T07:34:05.630Z
14017,2025-09-19T07:34:09.562Z
14016,2025-09-19T07:34:11.529Z
14040,2025-09-19T07:34:13.521Z
14031,2025-09-19T07:34:15.491Z
14035,2025-09-19T07:34:17.448Z
14039,2025-09-19T07:34:26.287Z
14051,2025-09-19T07:34:28.262Z
14066,2025-09-19T07:34:30.271Z
14081,2025-09-19T07:34:32.195Z
14086,2025-09-19T07:34:34.157Z
14092,2025-09-19T07:34:36.127Z
14094,2025-09-19T07:34:38.090Z
14100,2025-09-19T07:34:40.066Z
14105,2025-09-19T07:34:48.106Z
14117,2025-09-19T07:34:50.080Z
14132,2025-09-19T07:34:52.099Z
14145,2025-09-19T07:34:54.048Z
14164,2025-09-19T07:34:56.035Z
14175,2025-09-19T07:34:57.999Z
14192,2025-09-19T07:34:59.972Z
14198,2025-09-19T07:35:01.918Z
14205,2025-09-19T07:35:09.964Z
14217,2025-09-19T07:35:11.944Z
14216,2025-09-19T07:35:13.912Z
14213,2025-09-19T07:35:15.886Z
14201,2025-09-19T07:35:17.844Z
14181,2025-09-19T07:35:19.811Z
14165,2025-09-19T07:35:21.782Z
14161,2025-09-19T07:35:23.752Z
14156,2025-09-19T07:35:31.800Z
14159,2025-09-19T07:35:35.737Z
14167,2025-09-19T07:35:37.696Z
14178,2025-09-19T07:35:39.671Z
14183,2025-09-19T07:35:41.691Z
14187,2025-09-19T07:35:43.644Z
14190,2025-09-19T07:35:45.600Z
14181,2025-09-19T07:35:59.991Z
14185,2025-09-19T07:36:01.966Z
14168,2025-09-19T07:36:03.939Z
14160,2025-09-19T07:36:05.931Z
14161,2025-09-19T07:36:13.982Z
14162,2025-09-19T07:36:15.948Z
14184,2025-09-19T07:36:17.919Z
14185,2025-09-19T07:36:19.877Z
14188,2025-09-19T07:36:21.842Z
14181,2025-09-19T07:36:23.820Z
14175,2025-09-19T07:36:25.798Z
14185,2025-09-19T07:36:27.760Z
14218,2025-09-19T07:36:35.811Z
14220,2025-09-19T07:36:37.776Z
14234,2025-09-19T07:36:39.754Z
14232,2025-09-19T07:36:41.709Z
14213,2025-09-19T07:36:43.690Z
14216,2025-09-19T07:36:45.664Z
14205,2025-09-19T07:36:47.625Z
14197,2025-09-19T07:36:49.608Z
14182,2025-09-19T07:37:05.382Z
14184,2025-09-19T07:37:07.351Z
14175,2025-09-19T07:37:09.316Z
14181,2025-09-19T07:37:11.282Z
14193,2025-09-19T07:37:25.662Z
14180,2025-09-19T07:37:27.653Z
14188,2025-09-19T07:37:29.609Z
14178,2025-09-19T07:37:31.617Z
14173,2025-09-19T07:37:39.630Z
14192,2025-09-19T07:37:41.596Z
14190,2025-09-19T07:37:43.565Z
14200,2025-09-19T07:37:45.533Z
14205,2025-09-19T07:37:47.508Z
14200,2025-09-19T07:37:49.464Z
14208,2025-09-19T07:37:51.443Z
14203,2025-09-19T07:37:53.395Z
14202,2025-09-19T07:38:01.457Z
14201,2025-09-19T07:38:03.415Z
14185,2025-09-19T07:38:05.413Z
14237,2025-09-19T07:38:07.395Z
14253,2025-09-19T07:38:09.362Z
14267,2025-09-19T07:38:11.317Z
14292,2025-09-19T07:38:13.306Z
14259,2025-09-19T07:38:15.277Z
14247,2025-09-19T07:38:23.309Z
14237,2025-09-19T07:38:25.285Z
14220,2025-09-19T07:38:27.258Z
14211,2025-09-19T07:38:29.212Z
14214,2025-09-19T07:38:31.218Z
14216,2025-09-19T07:38:33.151Z
14231,2025-09-19T07:38:35.123Z
14232,2025-09-19T07:38:37.077Z
14231,2025-09-19T07:38:45.139Z
14215,2025-09-19T07:38:49.115Z
14213,2025-09-19T07:38:51.075Z
14210,2025-09-19T07:38:53.037Z
14207,2025-09-19T07:38:55.011Z
14216,2025-09-19T07:38:56.993Z
14206,2025-09-19T07:38:58.932Z
14213,2025-09-19T07:39:06.988Z
14217,2025-09-19T07:39:08.978Z
14205,2025-09-19T07:39:10.947Z
14218,2025-09-19T07:39:12.936Z
14225,2025-09-19T07:39:14.898Z
14229,2025-09-19T07:39:16.859Z
14242,2025-09-19T07:39:18.855Z
14251,2025-09-19T07:39:20.794Z
14248,2025-09-19T07:39:28.868Z
14252,2025-09-19T07:39:30.871Z
14250,2025-09-19T07:39:32.793Z
14264,2025-09-19T07:39:36.722Z
14269,2025-09-19T07:39:38.696Z
14294,2025-09-19T07:39:40.666Z
14307,2025-09-19T07:39:42.632Z
14269,2025-09-19T07:39:50.688Z
14272,2025-09-19T07:39:52.649Z
14273,2025-09-19T07:39:54.636Z
14262,2025-09-19T07:39:56.588Z
14293,2025-09-19T07:39:58.549Z
14286,2025-09-19T07:40:00.527Z
14298,2025-09-19T07:40:02.498Z
14309,2025-09-19T07:40:04.467Z
14317,2025-09-19T07:40:12.509Z
14329,2025-09-19T07:40:14.472Z
14330,2025-09-19T07:40:16.445Z
14334,2025-09-19T07:40:18.414Z
14335,2025-09-19T07:40:20.373Z
14339,2025-09-19T07:40:22.339Z
14334,2025-09-19T07:40:24.305Z
14325,2025-09-19T07:40:26.289Z
14332,2025-09-19T07:40:34.318Z
14323,2025-09-19T07:40:36.308Z
14335,2025-09-19T07:40:38.266Z
14343,2025-09-19T07:40:40.231Z
14335,2025-09-19T07:40:42.202Z
14348,2025-09-19T07:40:44.181Z
14360,2025-09-19T07:40:46.150Z
14359,2025-09-19T07:40:48.110Z
14366,2025-09-19T07:40:56.150Z
14370,2025-09-19T07:40:58.127Z
14350,2025-09-19T07:41:00.146Z
14341,2025-09-19T07:41:02.082Z
14342,2025-09-19T07:41:04.055Z
14341,2025-09-19T07:41:06.030Z
14360,2025-09-19T07:41:08.006Z
14370,2025-09-19T07:41:09.962Z
14384,2025-09-19T07:41:18.009Z
14397,2025-09-19T07:41:19.992Z
14391,2025-09-19T07:41:21.948Z
14402,2025-09-19T07:41:23.913Z
14401,2025-09-19T07:41:25.891Z
14404,2025-09-19T07:41:27.858Z
14410,2025-09-19T07:41:29.867Z
14417,2025-09-19T07:41:39.845Z
14414,2025-09-19T07:41:41.813Z
14417,2025-09-19T07:41:43.786Z
14424,2025-09-19T07:41:45.755Z
14422,2025-09-19T07:42:00.714Z
14420,2025-09-19T07:42:02.681Z
14417,2025-09-19T07:42:04.639Z
14414,2025-09-19T07:42:06.611Z
14408,2025-09-19T07:42:08.614Z
14400,2025-09-19T07:42:10.582Z
14386,2025-09-19T07:42:12.543Z
14384,2025-09-19T07:42:14.537Z
14383,2025-09-19T07:42:22.583Z
14382,2025-09-19T07:42:24.559Z
14393,2025-09-19T07:42:26.544Z
14403,2025-09-19T07:42:28.519Z
14410,2025-09-19T07:42:30.514Z
14416,2025-09-19T07:42:32.459Z
14422,2025-09-19T07:42:34.408Z
14421,2025-09-19T07:42:36.377Z
14419,2025-09-19T07:42:44.421Z
14422,2025-09-19T07:42:46.400Z
14416,2025-09-19T07:42:50.339Z
14392,2025-09-19T07:42:52.286Z
14388,2025-09-19T07:42:54.275Z
14379,2025-09-19T07:42:56.278Z
14391,2025-09-19T07:43:06.259Z
14381,2025-09-19T07:43:08.219Z
14380,2025-09-19T07:43:10.194Z
14387,2025-09-19T07:43:12.157Z
14416,2025-09-19T07:43:26.549Z
14443,2025-09-19T07:43:28.513Z
14471,2025-09-19T07:43:30.532Z
14488,2025-09-19T07:43:32.440Z
14485,2025-09-19T07:43:46.574Z
14486,2025-09-19T07:43:48.552Z
14493,2025-09-19T07:43:50.526Z
14491,2025-09-19T07:43:52.490Z
14488,2025-09-19T07:43:54.455Z
14490,2025-09-19T07:43:56.422Z
14479,2025-09-19T07:43:58.394Z
14500,2025-09-19T07:44:00.347Z
14502,2025-09-19T07:44:16.147Z
14496,2025-09-19T07:44:18.125Z
14480,2025-09-19T07:44:22.083Z
14498,2025-09-19T07:44:30.169Z
14514,2025-09-19T07:44:32.100Z
14530,2025-09-19T07:44:34.082Z
14536,2025-09-19T07:44:36.037Z
14528,2025-09-19T07:44:38.006Z
14526,2025-09-19T07:44:39.982Z
14530,2025-09-19T07:44:41.962Z
14537,2025-09-19T07:44:43.921Z
14542,2025-09-19T07:44:51.979Z
14549,2025-09-19T07:44:53.927Z
14546,2025-09-19T07:44:55.903Z
14548,2025-09-19T07:44:57.878Z
14545,2025-09-19T07:44:59.830Z
14524,2025-09-19T07:45:01.842Z
14522,2025-09-19T07:45:05.770Z
14527,2025-09-19T07:45:13.816Z
14497,2025-09-19T07:45:15.793Z
14482,2025-09-19T07:45:17.763Z
14480,2025-09-19T07:45:19.721Z
14474,2025-09-19T07:45:21.714Z
14540,2025-09-19T07:45:23.682Z
14554,2025-09-19T07:45:25.668Z
14542,2025-09-19T07:45:27.665Z
14527,2025-09-19T07:45:35.711Z
14494,2025-09-19T07:45:37.680Z
14478,2025-09-19T07:45:39.648Z
14458,2025-09-19T07:45:41.610Z
14451,2025-09-19T07:45:43.585Z
14390,2025-09-19T07:45:45.551Z
14384,2025-09-19T07:45:47.525Z
14392,2025-09-19T07:45:49.490Z
14400,2025-09-19T07:45:57.536Z
14439,2025-09-19T07:45:59.512Z
14459,2025-09-19T07:46:01.479Z
14467,2025-09-19T07:46:03.447Z
14476,2025-09-19T07:46:05.410Z
14515,2025-09-19T07:46:07.389Z
14512,2025-09-19T07:46:09.353Z
14518,2025-09-19T07:46:11.312Z
14522,2025-09-19T07:46:19.367Z
14512,2025-09-19T07:46:21.329Z
14504,2025-09-19T07:46:23.297Z
14497,2025-09-19T07:46:25.263Z
14485,2025-09-19T07:46:27.234Z
14482,2025-09-19T07:46:29.203Z
14485,2025-09-19T07:46:31.221Z
14482,2025-09-19T07:46:33.141Z
14483,2025-09-19T07:46:41.188Z
14478,2025-09-19T07:46:43.163Z
14473,2025-09-19T07:46:45.135Z
14468,2025-09-19T07:46:47.094Z
14470,2025-09-19T07:46:49.071Z
14472,2025-09-19T07:46:51.032Z
14486,2025-09-19T07:46:53.003Z
14492,2025-09-19T07:46:54.962Z
14491,2025-09-19T07:47:03.014Z
14497,2025-09-19T07:47:04.983Z
14488,2025-09-19T07:47:06.967Z
14490,2025-09-19T07:47:08.921Z
14492,2025-09-19T07:47:10.893Z
14489,2025-09-19T07:47:12.854Z
14488,2025-09-19T07:47:16.831Z
14473,2025-09-19T07:47:24.881Z
14463,2025-09-19T07:47:26.854Z
14448,2025-09-19T07:47:28.807Z
14430,2025-09-19T07:47:30.818Z
14422,2025-09-19T07:47:32.745Z
14412,2025-09-19T07:47:34.719Z
14431,2025-09-19T07:47:36.680Z
14444,2025-09-19T07:47:38.655Z
14471,2025-09-19T07:47:46.698Z
14503,2025-09-19T07:47:48.666Z
14516,2025-09-19T07:47:50.654Z
14519,2025-09-19T07:47:52.606Z
14528,2025-09-19T07:47:54.564Z
14526,2025-09-19T07:47:56.586Z
14530,2025-09-19T07:47:58.542Z
14548,2025-09-19T07:48:00.499Z
14547,2025-09-19T07:48:08.561Z
14553,2025-09-19T07:48:10.529Z
14546,2025-09-19T07:48:12.501Z
14554,2025-09-19T07:48:14.478Z
14559,2025-09-19T07:48:16.468Z
14550,2025-09-19T07:48:18.439Z
14540,2025-09-19T07:48:20.400Z
14523,2025-09-19T07:48:22.396Z
14526,2025-09-19T07:48:30.494Z
14506,2025-09-19T07:48:32.410Z
14531,2025-09-19T07:48:34.382Z
14552,2025-09-19T07:48:36.360Z
14556,2025-09-19T07:48:38.319Z
14588,2025-09-19T07:48:40.288Z
14581,2025-09-19T07:48:42.266Z
14582,2025-09-19T07:48:44.245Z
14589,2025-09-19T07:48:52.274Z
14601,2025-09-19T07:48:54.246Z
14620,2025-09-19T07:48:56.209Z
14630,2025-09-19T07:48:58.180Z
14639,2025-09-19T07:49:00.149Z
14668,2025-09-19T07:49:02.119Z
14676,2025-09-19T07:49:04.087Z
14688,2025-09-19T07:49:06.063Z
14693,2025-09-19T07:49:20.979Z
14679,2025-09-19T07:49:22.949Z
14671,2025-09-19T07:49:24.924Z
14663,2025-09-19T07:49:26.889Z
14648,2025-09-19T07:49:36.926Z
14638,2025-09-19T07:49:38.869Z
14643,2025-09-19T07:49:40.833Z
14640,2025-09-19T07:49:42.814Z
14655,2025-09-19T07:49:44.792Z
14660,2025-09-19T07:49:46.757Z
14648,2025-09-19T07:49:48.713Z
14663,2025-09-19T07:49:56.757Z
14666,2025-09-19T07:49:58.724Z
14663,2025-09-19T07:50:00.700Z
14664,2025-09-19T07:50:02.665Z
14652,2025-09-19T07:50:04.629Z
14662,2025-09-19T07:50:06.605Z
14679,2025-09-19T07:50:08.575Z
14683,2025-09-19T07:50:10.580Z
14703,2025-09-19T07:50:18.584Z
14712,2025-09-19T07:50:20.566Z
14716,2025-09-19T07:50:22.554Z
14730,2025-09-19T07:50:24.526Z
14727,2025-09-19T07:50:26.502Z
14725,2025-09-19T07:50:28.483Z
14730,2025-09-19T07:50:30.479Z
14720,2025-09-19T07:50:32.408Z
14723,2025-09-19T07:50:40.709Z
14718,2025-09-19T07:50:44.647Z
14740,2025-09-19T07:50:46.622Z
14735,2025-09-19T07:50:48.578Z
14733,2025-09-19T07:50:50.550Z
14726,2025-09-19T07:50:52.517Z
14716,2025-09-19T07:50:54.492Z
14720,2025-09-19T07:51:02.532Z
14710,2025-09-19T07:51:04.549Z
14713,2025-09-19T07:51:06.511Z
14716,2025-09-19T07:51:08.476Z
14713,2025-09-19T07:51:10.452Z
14716,2025-09-19T07:51:12.413Z
14708,2025-09-19T07:51:14.373Z
14702,2025-09-19T07:51:16.375Z
14693,2025-09-19T07:51:32.204Z
14697,2025-09-19T07:51:34.165Z
14706,2025-09-19T07:51:36.131Z
14723,2025-09-19T07:51:38.110Z
14741,2025-09-19T07:51:46.180Z
14743,2025-09-19T07:51:48.127Z
14758,2025-09-19T07:51:50.095Z
14764,2025-09-19T07:51:52.061Z
14771,2025-09-19T07:51:54.027Z
14779,2025-09-19T07:51:55.998Z
14793,2025-09-19T07:51:57.970Z
14803,2025-09-19T07:51:59.947Z
14801,2025-09-19T07:52:07.974Z
14813,2025-09-19T07:52:09.950Z
14810,2025-09-19T07:52:11.941Z
14814,2025-09-19T07:52:13.911Z
14827,2025-09-19T07:52:15.860Z
14822,2025-09-19T07:52:17.829Z
14813,2025-09-19T07:52:19.795Z
14802,2025-09-19T07:52:21.762Z
14800,2025-09-19T07:52:29.854Z
14807,2025-09-19T07:52:31.790Z
14809,2025-09-19T07:52:33.747Z
14805,2025-09-19T07:52:35.732Z
14802,2025-09-19T07:52:37.682Z
14806,2025-09-19T07:52:39.650Z
14812,2025-09-19T07:52:41.626Z
14813,2025-09-19T07:52:43.603Z
14834,2025-09-19T07:52:51.635Z
14843,2025-09-19T07:52:53.608Z
14841,2025-09-19T07:52:55.578Z
14846,2025-09-19T07:52:57.542Z
14825,2025-09-19T07:52:59.509Z
14808,2025-09-19T07:53:01.489Z
14802,2025-09-19T07:53:03.451Z
14806,2025-09-19T07:53:05.407Z
14804,2025-09-19T07:53:13.470Z
14800,2025-09-19T07:53:15.449Z
14803,2025-09-19T07:53:17.451Z
14778,2025-09-19T07:53:19.403Z
14775,2025-09-19T07:53:21.378Z
14774,2025-09-19T07:53:23.341Z
14775,2025-09-19T07:53:25.314Z
14793,2025-09-19T07:53:27.283Z
14810,2025-09-19T07:53:41.664Z
14824,2025-09-19T07:53:43.642Z
14828,2025-09-19T07:53:45.615Z
14841,2025-09-19T07:53:47.576Z
14829,2025-09-19T07:53:55.619Z
14840,2025-09-19T07:53:57.595Z
14836,2025-09-19T07:53:59.571Z
14825,2025-09-19T07:54:01.530Z
14833,2025-09-19T07:54:03.499Z
14812,2025-09-19T07:54:05.492Z
14811,2025-09-19T07:54:07.463Z
14813,2025-09-19T07:54:09.430Z
14807,2025-09-19T07:54:17.481Z
14800,2025-09-19T07:54:19.451Z
14799,2025-09-19T07:54:21.414Z
14790,2025-09-19T07:54:23.411Z
14796,2025-09-19T07:54:27.395Z
14794,2025-09-19T07:54:29.369Z
14796,2025-09-19T07:54:31.367Z
14809,2025-09-19T07:54:39.378Z
14828,2025-09-19T07:54:41.359Z
14712,2025-09-19T07:54:43.317Z
14740,2025-09-19T07:54:45.277Z
14730,2025-09-19T07:54:47.245Z
14728,2025-09-19T07:54:49.219Z
14855,2025-09-19T07:54:51.195Z
14865,2025-09-19T07:54:53.159Z
14877,2025-09-19T07:55:01.193Z
14880,2025-09-19T07:55:03.177Z
14923,2025-09-19T07:55:05.146Z
14907,2025-09-19T07:55:07.107Z
14909,2025-09-19T07:55:09.094Z
14897,2025-09-19T07:55:11.045Z
14877,2025-09-19T07:55:13.021Z
14878,2025-09-19T07:55:14.988Z
14890,2025-09-19T07:55:23.035Z
14904,2025-09-19T07:55:25.005Z
14916,2025-09-19T07:55:26.975Z
14935,2025-09-19T07:55:28.955Z
14932,2025-09-19T07:55:30.945Z
14934,2025-09-19T07:55:32.874Z
14918,2025-09-19T07:55:36.802Z
14927,2025-09-19T07:55:44.856Z
14922,2025-09-19T07:55:48.799Z
14932,2025-09-19T07:55:50.772Z
14915,2025-09-19T07:55:52.735Z
14922,2025-09-19T07:55:54.703Z
14930,2025-09-19T07:55:56.668Z
14933,2025-09-19T07:55:58.624Z
14932,2025-09-19T07:56:08.656Z
14922,2025-09-19T07:56:10.628Z
14929,2025-09-19T07:56:12.598Z
14931,2025-09-19T07:56:14.566Z
14939,2025-09-19T07:56:16.521Z
14940,2025-09-19T07:56:18.534Z
14931,2025-09-19T07:56:20.490Z
14920,2025-09-19T07:56:30.555Z
14915,2025-09-19T07:56:32.490Z
14911,2025-09-19T07:56:34.441Z
14908,2025-09-19T07:56:36.410Z
14912,2025-09-19T07:56:38.385Z
14925,2025-09-19T07:56:40.357Z
14917,2025-09-19T07:56:42.331Z
14922,2025-09-19T07:56:51.172Z
14932,2025-09-19T07:56:53.145Z
14936,2025-09-19T07:56:55.122Z
14953,2025-09-19T07:56:57.077Z
14949,2025-09-19T07:56:59.049Z
